date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:33:55	443/443	---M--	200	added ('OK')	image/svg+xml	etag:%22640f6c05-1bb%22	https://villexdigital.com/theme/agency-1/default/assets/img/hero/starts.svg	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/hero/starts.svg	(from https://villexdigital.com/)
17:33:56	1506/1506	---M--	200	added ('OK')	image/svg+xml	etag:%22640f6c05-5e2%22	https://villexdigital.com/theme/agency-1/default/assets/img/hero/shape-1.svg	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/hero/shape-1.svg	(from https://villexdigital.com/)
17:33:56	3459/3459	---M--	200	added ('OK')	image/svg+xml	etag:%22640f6c04-d83%22	https://villexdigital.com/theme/agency-1/default/assets/img/hero/circle-icon.svg	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/hero/circle-icon.svg	(from https://villexdigital.com/)
17:33:56	1399/1399	---M--	200	added ('OK')	image/svg+xml	etag:%22640f6c05-577%22	https://villexdigital.com/theme/agency-1/default/assets/img/hero/shape-2.svg	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/hero/shape-2.svg	(from https://villexdigital.com/)
17:33:56	2292/2292	---M--	200	added ('OK')	image/svg+xml	etag:%22640f6c04-8f4%22	https://villexdigital.com/theme/agency-1/default/assets/img/hero/graph.svg	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/hero/graph.svg	(from https://villexdigital.com/)
17:33:56	6796/6796	---M--	200	added ('OK')	image/svg+xml	etag:%22640f6c05-1a8c%22	https://villexdigital.com/theme/agency-1/default/assets/img/hero/social.svg	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/hero/social.svg	(from https://villexdigital.com/)
17:33:57	6314/6314	---M--	200	added ('OK')	image/svg+xml	etag:%22640f6c04-18aa%22	https://villexdigital.com/theme/agency-1/default/assets/img/hero/follower.svg	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/hero/follower.svg	(from https://villexdigital.com/)
17:33:57	1042/1042	---M--	200	added ('OK')	image/svg+xml	etag:%22640f6c05-412%22	https://villexdigital.com/theme/agency-1/default/assets/img/hero/rays.svg	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/hero/rays.svg	(from https://villexdigital.com/)
17:33:57	156759/156759	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Oct%202023%2014:34:10%20GMT	https://raw.githubusercontent.com/Pan-Raphael/villexdigital/main/others/image2-nobg.png	C:/My%20Web%20Sites/VillexDigital/raw.githubusercontent.com/Pan-Raphael/villexdigital/main/others/image2-nobg.png	(from https://villexdigital.com/)
17:33:58	562/562	---M--	200	added ('OK')	image/png	etag:%22640f6c06-232%22	https://villexdigital.com/theme/agency-1/default/assets/img/service/1.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/service/1.png	(from https://villexdigital.com/)
17:33:58	906/906	---M--	200	added ('OK')	image/png	etag:%22640f6c07-38a%22	https://villexdigital.com/theme/agency-1/default/assets/img/service/4.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/service/4.png	(from https://villexdigital.com/)
17:33:58	800/800	---M--	200	added ('OK')	image/png	etag:%22640f6c07-320%22	https://villexdigital.com/theme/agency-1/default/assets/img/service/6.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/service/6.png	(from https://villexdigital.com/)
17:33:58	621/621	---M--	200	added ('OK')	image/png	etag:%22640f6c07-26d%22	https://villexdigital.com/theme/agency-1/default/assets/img/service/7.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/service/7.png	(from https://villexdigital.com/)
17:33:58	597/597	---M--	200	added ('OK')	image/png	etag:%22640f6c07-255%22	https://villexdigital.com/theme/agency-1/default/assets/img/service/8.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/service/8.png	(from https://villexdigital.com/)
17:33:59	795/795	---M--	200	added ('OK')	image/png	etag:%22640f6c07-31b%22	https://villexdigital.com/theme/agency-1/default/assets/img/service/9.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/service/9.png	(from https://villexdigital.com/)
17:33:59	711/711	---M--	200	added ('OK')	image/png	etag:%22640f6c06-2c7%22	https://villexdigital.com/theme/agency-1/default/assets/img/service/10.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/service/10.png	(from https://villexdigital.com/)
17:33:59	744/744	---M--	200	added ('OK')	image/png	etag:%22640f6c00-2e8%22	https://villexdigital.com/theme/agency-1/default/assets/img/about/shape-wave.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/about/shape-wave.png	(from https://villexdigital.com/)
17:33:59	1675/1675	---M--	200	added ('OK')	image/png	etag:%22640f6bff-68b%22	https://villexdigital.com/theme/agency-1/default/assets/img/about/shape-2.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/about/shape-2.png	(from https://villexdigital.com/)
17:34:00	2550/2550	---M--	200	added ('OK')	image/png	etag:%22640f6bff-9f6%22	https://villexdigital.com/theme/agency-1/default/assets/img/about/shape-1.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/about/shape-1.png	(from https://villexdigital.com/)
17:34:00	973/973	---M--	200	added ('OK')	image/png	etag:%22640f6c00-3cd%22	https://villexdigital.com/theme/agency-1/default/assets/img/about/shape-ray.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/about/shape-ray.png	(from https://villexdigital.com/)
17:34:01	323432/323432	---M--	200	added ('OK')	image/png	etag:%22640f6c00-4ef68%22	https://villexdigital.com/theme/agency-1/default/assets/img/about/patturn.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/about/patturn.png	(from https://villexdigital.com/)
17:34:01	187392/187392	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Oct%202023%2014:34:13%20GMT	https://raw.githubusercontent.com/Pan-Raphael/villexdigital/main/others/image4.jpg	C:/My%20Web%20Sites/VillexDigital/raw.githubusercontent.com/Pan-Raphael/villexdigital/main/others/image4.jpg	(from https://villexdigital.com/)
17:34:01	415/415	---M--	200	added ('OK')	image/svg+xml	etag:%22640f6c01-19f%22	https://villexdigital.com/theme/agency-1/default/assets/img/analyze/star.svg	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/analyze/star.svg	(from https://villexdigital.com/)
17:34:01	1500/1500	---M--	200	added ('OK')	image/svg+xml	etag:%22640f6c01-5dc%22	https://villexdigital.com/theme/agency-1/default/assets/img/analyze/line.svg	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/analyze/line.svg	(from https://villexdigital.com/)
17:34:01	6746/6746	---M--	200	added ('OK')	image/svg+xml	etag:%22640f6c00-1a5a%22	https://villexdigital.com/theme/agency-1/default/assets/img/analyze/2.svg	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/analyze/2.svg	(from https://villexdigital.com/)
17:34:01	2315/2315	---M--	200	added ('OK')	image/svg+xml	etag:%22640f6c01-90b%22	https://villexdigital.com/theme/agency-1/default/assets/img/analyze/3.svg	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/analyze/3.svg	(from https://villexdigital.com/)
17:34:02	2534/2534	---M--	200	added ('OK')	image/svg+xml	etag:%22640f6c00-9e6%22	https://villexdigital.com/theme/agency-1/default/assets/img/analyze/1.svg	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/analyze/1.svg	(from https://villexdigital.com/)
17:34:02	691/691	---M--	200	added ('OK')	image/png	etag:%22640f6c00-2b3%22	https://villexdigital.com/theme/agency-1/default/assets/img/analyze/1.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/analyze/1.png	(from https://villexdigital.com/)
17:34:02	571/571	---M--	200	added ('OK')	image/png	etag:%22640f6c00-23b%22	https://villexdigital.com/theme/agency-1/default/assets/img/analyze/2.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/analyze/2.png	(from https://villexdigital.com/)
17:34:02	843/843	---M--	200	added ('OK')	image/png	etag:%22640f6c01-34b%22	https://villexdigital.com/theme/agency-1/default/assets/img/analyze/3.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/analyze/3.png	(from https://villexdigital.com/)
17:34:03	533/533	---M--	200	added ('OK')	image/png	etag:%22640f6c06-215%22	https://villexdigital.com/theme/agency-1/default/assets/img/service/11.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/service/11.png	(from https://villexdigital.com/)
17:34:03	932/932	---M--	200	added ('OK')	image/png	etag:%22640f6c06-3a4%22	https://villexdigital.com/theme/agency-1/default/assets/img/service/13.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/service/13.png	(from https://villexdigital.com/)
17:34:03	651/651	---M--	200	added ('OK')	image/png	etag:%22640f6c06-28b%22	https://villexdigital.com/theme/agency-1/default/assets/img/service/16.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/service/16.png	(from https://villexdigital.com/)
17:34:03	677803/677803	---M--	200	added ('OK')	image/png	etag:%22640f6c04-a57ab%22	https://villexdigital.com/theme/agency-1/default/assets/img/calculation/patturn.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/calculation/patturn.png	(from https://villexdigital.com/)
17:34:03	697/697	---M--	200	added ('OK')	image/png	etag:%22640f6c07-2b9%22	https://villexdigital.com/theme/agency-1/default/assets/img/service/19.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/service/19.png	(from https://villexdigital.com/)
17:34:04	2746/2746	---M--	200	added ('OK')	image/png	etag:%22640f6c03-aba%22	https://villexdigital.com/theme/agency-1/default/assets/img/feature/shape.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/feature/shape.png	(from https://villexdigital.com/)
17:34:04	1476/1476	---M--	200	added ('OK')	image/png	etag:%22640f6c02-5c4%22	https://villexdigital.com/theme/agency-1/default/assets/img/feature/1.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/feature/1.png	(from https://villexdigital.com/)
17:34:04	393/393	---M--	200	added ('OK')	image/svg+xml	etag:%22640f6c03-189%22	https://villexdigital.com/theme/agency-1/default/assets/img/feature/dash-long-arrow.svg	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/feature/dash-long-arrow.svg	(from https://villexdigital.com/)
17:34:04	1255/1255	---M--	200	added ('OK')	image/png	etag:%22640f6c02-4e7%22	https://villexdigital.com/theme/agency-1/default/assets/img/feature/2.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/feature/2.png	(from https://villexdigital.com/)
17:34:04	996/996	---M--	200	added ('OK')	image/png	etag:%22640f6c02-3e4%22	https://villexdigital.com/theme/agency-1/default/assets/img/feature/3.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/feature/3.png	(from https://villexdigital.com/)
17:34:05	1404/1404	---M--	200	added ('OK')	image/png	etag:%22640f6c02-57c%22	https://villexdigital.com/theme/agency-1/default/assets/img/feature/4.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/feature/4.png	(from https://villexdigital.com/)
17:34:05	1632/1632	---M--	200	added ('OK')	image/png	etag:%22640f6c02-660%22	https://villexdigital.com/theme/agency-1/default/assets/img/feature/5.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/feature/5.png	(from https://villexdigital.com/)
17:34:05	53650/53650	---MCZ	200	added ('OK')	application/javascript	etag:W/%229150b7c4e4055e8484012f9edb2b0e2b%22	https://assets.calendly.com/assets/external/widget.js	C:/My%20Web%20Sites/VillexDigital/assets.calendly.com/assets/external/widget.js	(from https://villexdigital.com/)
17:34:05	533/533	---M--	200	added ('OK')	image/png	etag:%22640f6c01-215%22	https://villexdigital.com/theme/agency-1/default/assets/img/contact/icon.png	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/img/contact/icon.png	(from https://villexdigital.com/)
17:34:06	9413/9413	---M--	200	added ('OK')	application/javascript	etag:%22640f6bff-24c5%22	https://villexdigital.com/theme/agency-1/default/assets/js/nice-select2.js	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/js/nice-select2.js	(from https://villexdigital.com/)
17:34:06	8991/8991	---M--	200	added ('OK')	application/javascript	etag:%2264eafb43-231f%22	https://villexdigital.com/theme/agency-1/default/assets/js/main.js	C:/My%20Web%20Sites/VillexDigital/villexdigital.com/theme/agency-1/default/assets/js/main.js	(from https://villexdigital.com/)
